task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
123	53/25eca7	830165	RNA_SEQC (121)	COMPLETED	0	2022-01-18 22:12:17.912	18m 25s	18m 13s	79.5%	394 MB	412.6 MB	4.1 GB	19.1 MB
162	7f/8614c5	830470	RNA_SEQC (160)	COMPLETED	0	2022-01-18 22:15:25.512	15m 27s	14m 59s	92.7%	472.1 MB	490.6 MB	7.7 GB	19.7 MB
100	e3/da3a9b	829937	RNA_SEQC (98)	COMPLETED	0	2022-01-18 22:09:34.167	21m 34s	21m 15s	96.6%	343.9 MB	361.8 MB	3 GB	19.1 MB
101	21/be0adf	829936	RNA_SEQC (99)	COMPLETED	0	2022-01-18 22:09:34.009	21m 44s	21m 26s	96.6%	330.8 MB	348.6 MB	3.1 GB	19.3 MB
134	7d/f49037	830191	RNA_SEQC (132)	COMPLETED	0	2022-01-18 22:13:07.674	19m 24s	3m 48s	91.4%	295.7 MB	313.7 MB	2.6 GB	19.8 MB
104	4f/f679ff	830059	RNA_SEQC (102)	COMPLETED	0	2022-01-18 22:10:48.346	21m 50s	12m 5s	92.0%	483.1 MB	501 MB	3.6 GB	18.7 MB
132	7f/6a4b87	830185	RNA_SEQC (130)	COMPLETED	0	2022-01-18 22:12:52.789	21m 27s	5m 37s	84.5%	356.7 MB	375.4 MB	1.8 GB	19.5 MB
147	c7/2e45d1	830359	RNA_SEQC (145)	COMPLETED	0	2022-01-18 22:14:17.814	20m 5s	5m 38s	88.5%	366.6 MB	385.3 MB	3 GB	19.9 MB
133	fd/700a7a	830186	RNA_SEQC (131)	COMPLETED	0	2022-01-18 22:12:58.091	22m 44s	7m 5s	88.5%	322.3 MB	340.3 MB	3.2 GB	19.4 MB
112	ab/e3bd54	830146	RNA_SEQC (110)	COMPLETED	0	2022-01-18 22:11:32.741	25m 31s	8m 24s	94.3%	372.3 MB	391 MB	3 GB	19.4 MB
157	eb/c43dea	830454	RNA_SEQC (155)	COMPLETED	0	2022-01-18 22:15:09.938	21m 58s	8m 41s	91.1%	324.2 MB	342.2 MB	2.8 GB	19.7 MB
110	78/ed78d0	830129	RNA_SEQC (108)	COMPLETED	0	2022-01-18 22:11:18.509	29m 35s	11m 12s	83.4%	369.8 MB	387.7 MB	3.2 GB	18.5 MB
44	31/9e3048	829874	RNA_SEQC (42)	COMPLETED	0	2022-01-18 22:09:08.570	33m 39s	32m 30s	24.6%	332.9 MB	351.4 MB	2.4 GB	20.7 MB
80	dc/c3231e	829913	RNA_SEQC (78)	COMPLETED	0	2022-01-18 22:09:23.356	33m 44s	31m 55s	24.8%	387.1 MB	405.6 MB	2.6 GB	18.6 MB
