Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Cell_type,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Donor,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,lineage,Organism,Platform,ReleaseDate,Sample Name,source_name,SRA Study,treatment
SRR7650870,ATAC-seq,131,7406696235,PRJNA484801,SAMN09769874,3075831487,Naive_Teffs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1004,SRX4513803,GSM3320370,Illumina HiSeq 4000,PAIRED,other,GENOMIC,CD4,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320370,primary blood,SRP156496,no_treament
SRR7650871,ATAC-seq,129,6702821230,PRJNA484801,SAMN09769945,2828467108,Naive_Teffs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1004,SRX4513804,GSM3320371,Illumina HiSeq 4000,PAIRED,other,GENOMIC,CD4,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320371,primary blood,SRP156496,treatment1
SRR7650872,ATAC-seq,126,4568165025,PRJNA484801,SAMN09769854,1898594076,Naive_Tregs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1004,SRX4513805,GSM3320372,Illumina HiSeq 4000,PAIRED,other,GENOMIC,CD4,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320372,primary blood,SRP156496,no_treament
SRR7650873,ATAC-seq,120,6137939461,PRJNA484801,SAMN09769853,2573255045,Naive_Tregs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1004,SRX4513806,GSM3320373,Illumina HiSeq 4000,PAIRED,other,GENOMIC,CD4,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320373,primary blood,SRP156496,treatment1
SRR7650874,ATAC-seq,125,4790814301,PRJNA484801,SAMN09769944,2014789722,Regulatory_T,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1004,SRX4513807,GSM3320374,Illumina HiSeq 4000,PAIRED,other,GENOMIC,CD4,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320374,primary blood,SRP156496,no_treament
SRR7650875,ATAC-seq,121,5394195426,PRJNA484801,SAMN09769857,2263914069,Regulatory_T,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1004,SRX4513808,GSM3320375,Illumina HiSeq 4000,PAIRED,other,GENOMIC,CD4,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320375,primary blood,SRP156496,treatment1
SRR7650876,ATAC-seq,130,7195259457,PRJNA484801,SAMN09769856,3099524784,Th1_precursors,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1004,SRX4513809,GSM3320376,Illumina HiSeq 4000,PAIRED,other,GENOMIC,CD4,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320376,primary blood,SRP156496,no_treament
SRR7650877,ATAC-seq,131,6959996167,PRJNA484801,SAMN09769855,2917528335,Th1_precursors,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1004,SRX4513810,GSM3320377,Illumina HiSeq 4000,PAIRED,other,GENOMIC,CD4,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320377,primary blood,SRP156496,treatment1
SRR7650878,ATAC-seq,127,5652963689,PRJNA484801,SAMN09769852,2436860540,Th17_precursors,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1004,SRX4513811,GSM3320378,Illumina HiSeq 4000,PAIRED,other,GENOMIC,CD4,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320378,primary blood,SRP156496,no_treament
SRR7650879,ATAC-seq,129,6290964476,PRJNA484801,SAMN09769851,2636216911,Th17_precursors,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1004,SRX4513812,GSM3320379,Illumina HiSeq 4000,PAIRED,other,GENOMIC,CD4,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320379,primary blood,SRP156496,treatment1
SRR7650884,ATAC-seq,125,7741838658,PRJNA484801,SAMN09769846,3211702646,Mature_NK,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1004,SRX4513817,GSM3320384,Illumina HiSeq 4000,PAIRED,other,GENOMIC,NK,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320384,primary blood,SRP156496,treatment1
SRR7650885,ATAC-seq,130,7104701328,PRJNA484801,SAMN09769845,3100318736,Memory_NK,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1004,SRX4513818,GSM3320385,Illumina HiSeq 4000,PAIRED,other,GENOMIC,NK,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320385,primary blood,SRP156496,no_treament
SRR7650886,ATAC-seq,127,6583914358,PRJNA484801,SAMN09769844,2763622034,Monocytes,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1004,SRX4513819,GSM3320386,Illumina HiSeq 4000,PAIRED,other,GENOMIC,MYELOID,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320386,primary blood,SRP156496,no_treament
SRR7650887,ATAC-seq,126,7814560532,PRJNA484801,SAMN09769843,3221429153,Monocytes,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1004,SRX4513820,GSM3320387,Illumina HiSeq 4000,PAIRED,other,GENOMIC,MYELOID,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320387,primary blood,SRP156496,treatment1
SRR7650909,ATAC-seq,134,10421006873,PRJNA484801,SAMN09769873,4250749884,Naive_Tregs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1008,SRX4513842,GSM3320409,Illumina NovaSeq 6000,PAIRED,other,GENOMIC,CD4,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320409,primary blood,SRP156496,no_treament
SRR7650910,ATAC-seq,133,7946439919,PRJNA484801,SAMN09769872,3236204050,Immature_NK,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1008,SRX4513843,GSM3320410,Illumina NovaSeq 6000,PAIRED,other,GENOMIC,NK,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320410,primary blood,SRP156496,no_treament
SRR7650911,ATAC-seq,133,5774972831,PRJNA484801,SAMN09769871,2354864360,Mature_NK,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1008,SRX4513844,GSM3320411,Illumina NovaSeq 6000,PAIRED,other,GENOMIC,NK,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320411,primary blood,SRP156496,no_treament
SRR7650912,ATAC-seq,136,9084543997,PRJNA484801,SAMN09769870,3780127163,Mature_NK,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1008,SRX4513845,GSM3320412,Illumina NovaSeq 6000,PAIRED,other,GENOMIC,NK,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320412,primary blood,SRP156496,treatment2
SRR7650913,ATAC-seq,133,9283837499,PRJNA484801,SAMN09769869,3833970484,Memory_NK,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1008,SRX4513846,GSM3320413,Illumina NovaSeq 6000,PAIRED,other,GENOMIC,NK,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320413,primary blood,SRP156496,no_treament
SRR7650914,ATAC-seq,133,7361527208,PRJNA484801,SAMN09769868,3012906000,Monocytes,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1008,SRX4513847,GSM3320414,Illumina NovaSeq 6000,PAIRED,other,GENOMIC,MYELOID,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320414,primary blood,SRP156496,treatment2
SRR7650918,ATAC-seq,134,10725579525,PRJNA484801,SAMN09769864,4374352232,Plasmablasts,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1010,SRX4513851,GSM3320418,Illumina NovaSeq 6000,PAIRED,other,GENOMIC,B,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320418,primary blood,SRP156496,no_treament
SRR7650919,ATAC-seq,137,8308723100,PRJNA484801,SAMN09769863,3381631151,Follicular_T_Helper,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1010,SRX4513852,GSM3320419,Illumina NovaSeq 6000,PAIRED,other,GENOMIC,CD4,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320419,primary blood,SRP156496,no_treament
SRR7650920,ATAC-seq,136,9828879186,PRJNA484801,SAMN09769862,4057642687,Naive_Tregs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1010,SRX4513853,GSM3320420,Illumina NovaSeq 6000,PAIRED,other,GENOMIC,CD4,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320420,primary blood,SRP156496,treatment2
SRR7650921,ATAC-seq,137,7990831614,PRJNA484801,SAMN09769861,3287928642,Mature_NK,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1010,SRX4513854,GSM3320421,Illumina NovaSeq 6000,PAIRED,other,GENOMIC,NK,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320421,primary blood,SRP156496,treatment2
SRR7650922,ATAC-seq,134,8083446799,PRJNA484801,SAMN09769860,3302916718,Memory_NK,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1010,SRX4513855,GSM3320422,Illumina NovaSeq 6000,PAIRED,other,GENOMIC,NK,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320422,primary blood,SRP156496,no_treament
SRR7650923,ATAC-seq,133,6938236604,PRJNA484801,SAMN09769859,2854856790,Monocytes,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1010,SRX4513856,GSM3320423,Illumina NovaSeq 6000,PAIRED,other,GENOMIC,MYELOID,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320423,primary blood,SRP156496,treatment2
SRR7650924,ATAC-seq,134,5566236064,PRJNA484801,SAMN09769858,2263246486,Naive_Teffs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1011,SRX4513857,GSM3320424,Illumina NovaSeq 6000,PAIRED,other,GENOMIC,CD4,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320424,primary blood,SRP156496,treatment2
SRR7650732,ATAC-seq,131,7895482240,PRJNA484801,SAMN09769833,3334427072,Mem_B,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1001,SRX4513665,GSM3320232,Illumina HiSeq 4000,PAIRED,other,GENOMIC,B,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320232,primary blood,SRP156496,treatment1
SRR7650734,ATAC-seq,131,9335521479,PRJNA484801,SAMN09769831,3972942953,Naive_B,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1001,SRX4513667,GSM3320234,Illumina HiSeq 4000,PAIRED,other,GENOMIC,B,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320234,primary blood,SRP156496,treatment1
SRR7650737,ATAC-seq,132,8763932696,PRJNA484801,SAMN09769828,3788993850,CD8pos_T,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1001,SRX4513670,GSM3320237,Illumina HiSeq 4000,PAIRED,other,GENOMIC,CD8,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320237,primary blood,SRP156496,treatment1
SRR7650738,ATAC-seq,125,7167055885,PRJNA484801,SAMN09769827,3115939495,Central_memory_CD8pos_T,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1001,SRX4513671,GSM3320238,Illumina HiSeq 4000,PAIRED,other,GENOMIC,CD8,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320238,primary blood,SRP156496,no_treament
SRR7650739,ATAC-seq,124,6503996604,PRJNA484801,SAMN09769826,2822078607,Central_memory_CD8pos_T,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1001,SRX4513672,GSM3320239,Illumina HiSeq 4000,PAIRED,other,GENOMIC,CD8,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320239,primary blood,SRP156496,treatment1
SRR7650740,ATAC-seq,129,9283041286,PRJNA484801,SAMN09769825,4027710015,Effector_memory_CD8pos_T,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1001,SRX4513673,GSM3320240,Illumina HiSeq 4000,PAIRED,other,GENOMIC,CD8,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320240,primary blood,SRP156496,no_treament
SRR7650741,ATAC-seq,135,9342857658,PRJNA484801,SAMN09769824,4035868819,Effector_memory_CD8pos_T,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1001,SRX4513674,GSM3320241,Illumina HiSeq 4000,PAIRED,other,GENOMIC,CD8,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320241,primary blood,SRP156496,treatment1
SRR7650742,ATAC-seq,119,4317310246,PRJNA484801,SAMN09769823,1880132549,Naive_CD8_T,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1001,SRX4513675,GSM3320242,Illumina HiSeq 4000,PAIRED,other,GENOMIC,CD8,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320242,primary blood,SRP156496,no_treament
SRR7650743,ATAC-seq,123,7205678441,PRJNA484801,SAMN09769822,3108322982,Naive_CD8_T,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1001,SRX4513676,GSM3320243,Illumina HiSeq 4000,PAIRED,other,GENOMIC,CD8,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320243,primary blood,SRP156496,treatment1
SRR7650744,ATAC-seq,135,7812602295,PRJNA484801,SAMN09769821,3337128354,Gamma_delta_T,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1001,SRX4513677,GSM3320244,Illumina HiSeq 4000,PAIRED,other,GENOMIC,GD,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320244,primary blood,SRP156496,no_treament
SRR7650745,ATAC-seq,130,6907430100,PRJNA484801,SAMN09769820,2939218928,Effector_CD4pos_T,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1001,SRX4513678,GSM3320245,Illumina HiSeq 4000,PAIRED,other,GENOMIC,CD4,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320245,primary blood,SRP156496,no_treament
SRR7650746,ATAC-seq,130,7616788404,PRJNA484801,SAMN09769819,3214516902,Effector_CD4pos_T,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1001,SRX4513679,GSM3320246,Illumina HiSeq 4000,PAIRED,other,GENOMIC,CD4,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320246,primary blood,SRP156496,treatment1
SRR7650747,ATAC-seq,121,7980282604,PRJNA484801,SAMN09769818,3451796399,Follicular_T_Helper,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1001,SRX4513680,GSM3320247,Illumina HiSeq 4000,PAIRED,other,GENOMIC,CD4,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320247,primary blood,SRP156496,no_treament
SRR7650748,ATAC-seq,115,6170951414,PRJNA484801,SAMN09769817,2674048427,Follicular_T_Helper,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1001,SRX4513681,GSM3320248,Illumina HiSeq 4000,PAIRED,other,GENOMIC,CD4,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320248,primary blood,SRP156496,treatment1
SRR7650749,ATAC-seq,126,5289305637,PRJNA484801,SAMN09769816,2281762052,Memory_Teffs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1001,SRX4513682,GSM3320249,Illumina HiSeq 4000,PAIRED,other,GENOMIC,CD4,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320249,primary blood,SRP156496,no_treament
SRR7650786,ATAC-seq,134,6014742186,PRJNA484801,SAMN09769911,2655483523,Gamma_delta_T,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1002,SRX4513719,GSM3320286,Illumina HiSeq 4000,PAIRED,other,GENOMIC,GD,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320286,primary blood,SRP156496,no_treament
SRR7650787,ATAC-seq,129,5588373801,PRJNA484801,SAMN09769992,2535252529,Gamma_delta_T,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1002,SRX4513720,GSM3320287,Illumina HiSeq 4000,PAIRED,other,GENOMIC,GD,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320287,primary blood,SRP156496,treatment1
SRR7650788,ATAC-seq,133,5141835157,PRJNA484801,SAMN09769991,2278216771,Effector_CD4pos_T,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1002,SRX4513721,GSM3320288,Illumina HiSeq 4000,PAIRED,other,GENOMIC,CD4,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320288,primary blood,SRP156496,no_treament
SRR7650789,ATAC-seq,132,5051658134,PRJNA484801,SAMN09769989,2347489471,Effector_CD4pos_T,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1002,SRX4513722,GSM3320289,Illumina HiSeq 4000,PAIRED,other,GENOMIC,CD4,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320289,primary blood,SRP156496,treatment1
SRR7650790,ATAC-seq,137,6057986695,PRJNA484801,SAMN09769988,2679616536,Follicular_T_Helper,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1002,SRX4513723,GSM3320290,Illumina HiSeq 4000,PAIRED,other,GENOMIC,CD4,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320290,primary blood,SRP156496,no_treament
SRR7650791,ATAC-seq,134,5149177979,PRJNA484801,SAMN09769987,2295310902,Follicular_T_Helper,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1002,SRX4513724,GSM3320291,Illumina HiSeq 4000,PAIRED,other,GENOMIC,CD4,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320291,primary blood,SRP156496,treatment1
SRR7650792,ATAC-seq,135,6133998847,PRJNA484801,SAMN09769986,2716583067,Memory_Teffs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1002,SRX4513725,GSM3320292,Illumina HiSeq 4000,PAIRED,other,GENOMIC,CD4,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320292,primary blood,SRP156496,no_treament
SRR7650793,ATAC-seq,137,5569397951,PRJNA484801,SAMN09769985,2479609344,Memory_Teffs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1002,SRX4513726,GSM3320293,Illumina HiSeq 4000,PAIRED,other,GENOMIC,CD4,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320293,primary blood,SRP156496,treatment1
SRR7650794,ATAC-seq,136,5267363144,PRJNA484801,SAMN09769984,2353175335,Memory_Tregs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1002,SRX4513727,GSM3320294,Illumina HiSeq 4000,PAIRED,other,GENOMIC,CD4,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320294,primary blood,SRP156496,no_treament
SRR7650795,ATAC-seq,137,6227455340,PRJNA484801,SAMN09769983,2784465427,Memory_Tregs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1002,SRX4513728,GSM3320295,Illumina HiSeq 4000,PAIRED,other,GENOMIC,CD4,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320295,primary blood,SRP156496,treatment1
SRR7650798,ATAC-seq,128,4755411679,PRJNA484801,SAMN09769980,2107495761,Regulatory_T,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1002,SRX4513731,GSM3320298,Illumina HiSeq 4000,PAIRED,other,GENOMIC,CD4,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320298,primary blood,SRP156496,no_treament
SRR7650799,ATAC-seq,134,4946502177,PRJNA484801,SAMN09769979,2222300128,Regulatory_T,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1002,SRX4513732,GSM3320299,Illumina HiSeq 4000,PAIRED,other,GENOMIC,CD4,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320299,primary blood,SRP156496,treatment1
SRR7650800,ATAC-seq,139,4771118316,PRJNA484801,SAMN09769978,2142295622,Th1_precursors,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1002,SRX4513733,GSM3320300,Illumina HiSeq 4000,PAIRED,other,GENOMIC,CD4,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320300,primary blood,SRP156496,no_treament
SRR7650801,ATAC-seq,135,7045208657,PRJNA484801,SAMN09769977,3148466074,Th1_precursors,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1002,SRX4513734,GSM3320301,Illumina HiSeq 4000,PAIRED,other,GENOMIC,CD4,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320301,primary blood,SRP156496,treatment1
SRR7650802,ATAC-seq,135,5236410076,PRJNA484801,SAMN09769976,2354792137,Th17_precursors,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1002,SRX4513735,GSM3320302,Illumina HiSeq 4000,PAIRED,other,GENOMIC,CD4,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320302,primary blood,SRP156496,no_treament
SRR7650803,ATAC-seq,135,6008043257,PRJNA484801,SAMN09769975,2683759158,Th17_precursors,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1002,SRX4513736,GSM3320303,Illumina HiSeq 4000,PAIRED,other,GENOMIC,CD4,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320303,primary blood,SRP156496,treatment1
SRR7650809,ATAC-seq,133,5143020530,PRJNA484801,SAMN09769969,2301009030,Monocytes,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1002,SRX4513742,GSM3320309,Illumina HiSeq 4000,PAIRED,other,GENOMIC,MYELOID,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320309,primary blood,SRP156496,treatment1
SRR7650814,ATAC-seq,113,4817593258,PRJNA484801,SAMN09769943,2230171762,Mem_B,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1003,SRX4513747,GSM3320314,Illumina HiSeq 4000,PAIRED,other,GENOMIC,B,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320314,primary blood,SRP156496,no_treament
SRR7650815,ATAC-seq,115,5289902075,PRJNA484801,SAMN09769942,2374230106,Mem_B,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1003,SRX4513748,GSM3320315,Illumina HiSeq 4000,PAIRED,other,GENOMIC,B,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320315,primary blood,SRP156496,treatment1
SRR7650816,ATAC-seq,113,5344541215,PRJNA484801,SAMN09769941,2445597496,Naive_B,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1003,SRX4513749,GSM3320316,Illumina HiSeq 4000,PAIRED,other,GENOMIC,B,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320316,primary blood,SRP156496,no_treament
SRR7650817,ATAC-seq,122,7474960459,PRJNA484801,SAMN09769940,3385321594,Naive_B,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1003,SRX4513750,GSM3320317,Illumina HiSeq 4000,PAIRED,other,GENOMIC,B,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320317,primary blood,SRP156496,treatment1
SRR7650818,ATAC-seq,114,3697852616,PRJNA484801,SAMN09769939,1719655018,CD8pos_T,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1003,SRX4513751,GSM3320318,Illumina HiSeq 4000,PAIRED,other,GENOMIC,CD8,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320318,primary blood,SRP156496,no_treament
SRR7650819,ATAC-seq,117,4538757000,PRJNA484801,SAMN09769937,2031624445,CD8pos_T,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1003,SRX4513752,GSM3320319,Illumina HiSeq 4000,PAIRED,other,GENOMIC,CD8,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320319,primary blood,SRP156496,treatment1
SRR7650820,ATAC-seq,110,2802112444,PRJNA484801,SAMN09769936,1305550546,Central_memory_CD8pos_T,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1003,SRX4513753,GSM3320320,Illumina HiSeq 4000,PAIRED,other,GENOMIC,CD8,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320320,primary blood,SRP156496,no_treament
SRR7650821,ATAC-seq,115,7053343428,PRJNA484801,SAMN09769935,3019959157,Central_memory_CD8pos_T,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1003,SRX4513754,GSM3320321,Illumina HiSeq 4000,PAIRED,other,GENOMIC,CD8,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320321,primary blood,SRP156496,treatment1
SRR7650822,ATAC-seq,119,5378376477,PRJNA484801,SAMN09769934,2389525246,Effector_memory_CD8pos_T,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1003,SRX4513755,GSM3320322,Illumina HiSeq 4000,PAIRED,other,GENOMIC,CD8,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320322,primary blood,SRP156496,no_treament
