Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Cell_type,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,donorid,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,sample_type,source_name,SRA Study
SRR2920467,OTHER,152,1020967888,PRJNA301969,SAMN04262107,406010586,multipotent progenitor cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",4983,SRX1427790,GSM1937377,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-06-01T00:00:00Z,GSM1937377,primary human blood cell from fresh sample,MPP,SRP066100
SRR2920468,OTHER,152,1182654544,PRJNA301969,SAMN04262108,466911262,lymphoid-primed multipotent progenitor cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",4983,SRX1427791,GSM1937378,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-06-01T00:00:00Z,GSM1937378,primary human blood cell from fresh sample,LMPP,SRP066100
SRR2920471,OTHER,152,1558380760,PRJNA301969,SAMN04262111,621591490,granulocyte macrophage progenitor cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",4983,SRX1427794,GSM1937381,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-06-01T00:00:00Z,GSM1937381,primary human blood cell from fresh sample,GMP,SRP066100
SRR2920472,OTHER,152,1785997264,PRJNA301969,SAMN04262112,708992436,granulocyte macrophage progenitor cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",4983,SRX1427795,GSM1937382,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-06-01T00:00:00Z,GSM1937382,primary human blood cell from fresh sample,GMP,SRP066100
SRR2920474,OTHER,152,1363065624,PRJNA301969,SAMN04262114,536631323,megakaryocyte erythroid progenitor cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",4983,SRX1427797,GSM1937384,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-06-01T00:00:00Z,GSM1937384,primary human blood cell from fresh sample,MEP,SRP066100
SRR2920476,OTHER,152,1160170856,PRJNA301969,SAMN04262116,460332567,CD14+ monocyte cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",4983,SRX1427799,GSM1937386,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-06-01T00:00:00Z,GSM1937386,primary human blood cell from fresh sample,Mono,SRP066100
SRR2920477,OTHER,152,1155954528,PRJNA301969,SAMN04262117,532478085,hematopoietic stem cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",6792,SRX1427800,GSM1937387,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-06-01T00:00:00Z,GSM1937387,primary human blood cell from fresh sample,HSC,SRP066100
SRR2920480,OTHER,152,1552790656,PRJNA301969,SAMN04262120,712070560,lymphoid-primed multipotent progenitor cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",6792,SRX1427803,GSM1937390,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-06-01T00:00:00Z,GSM1937390,primary human blood cell from fresh sample,LMPP,SRP066100
SRR2920482,OTHER,152,1494842784,PRJNA301969,SAMN04262122,687373089,common myeloid progenitor cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",6792,SRX1427805,GSM1937392,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-06-01T00:00:00Z,GSM1937392,primary human blood cell from fresh sample,CMP,SRP066100
SRR2920483,OTHER,152,2292833512,PRJNA301969,SAMN04262076,1053045838,granulocyte macrophage progenitor cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",6792,SRX1427806,GSM1937393,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-06-01T00:00:00Z,GSM1937393,primary human blood cell from fresh sample,GMP,SRP066100
SRR2920485,OTHER,152,2625498584,PRJNA301969,SAMN04262078,1202670268,megakaryocyte erythroid progenitor cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",6792,SRX1427808,GSM1937395,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-06-01T00:00:00Z,GSM1937395,primary human blood cell from fresh sample,MEP,SRP066100
SRR2920486,OTHER,152,2016492952,PRJNA301969,SAMN04262079,926783284,megakaryocyte erythroid progenitor cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",6792,SRX1427809,GSM1937396,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-06-01T00:00:00Z,GSM1937396,primary human blood cell from fresh sample,MEP,SRP066100
SRR2920487,OTHER,152,2625527768,PRJNA301969,SAMN04262080,1207718672,CD14+ monocyte cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",6792,SRX1427810,GSM1937397,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-06-01T00:00:00Z,GSM1937397,primary human blood cell from fresh sample,Mono,SRP066100
SRR2920489,OTHER,152,2063591672,PRJNA301969,SAMN04262082,875214386,CD34+ bone marrow,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",7291,SRX1427812,GSM1937399,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-06-01T00:00:00Z,GSM1937399,primary human blood cell from fresh sample,CD34 Bone Marrow,SRP066100
SRR2920490,OTHER,152,2171932864,PRJNA301969,SAMN04262083,921798239,CD34+ bone marrow,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",7292,SRX1427813,GSM1937400,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-06-01T00:00:00Z,GSM1937400,primary human blood cell from fresh sample,CD34 Bone Marrow,SRP066100
SRR2920491,OTHER,152,3775304560,PRJNA301969,SAMN04262084,2017245297,CD34+ cord blood,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1020,SRX1427814,GSM1937401,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-06-01T00:00:00Z,GSM1937401,primary human blood cell from fresh sample,CD34 Cord Blood,SRP066100
SRR2920492,OTHER,152,3822866576,PRJNA301969,SAMN04262085,1909281552,CD19+CD20+ B cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1022,SRX1427815,GSM1937402,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-06-01T00:00:00Z,GSM1937402,primary human blood cell from fresh sample,Bcell,SRP066100
SRR2920493,OTHER,152,5104624968,PRJNA301969,SAMN04262086,2558227252,CD4+ T cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1022,SRX1427816,GSM1937403,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-06-01T00:00:00Z,GSM1937403,primary human blood cell from fresh sample,CD4Tcell,SRP066100
SRR2920495,OTHER,152,3855910920,PRJNA301969,SAMN04262088,1927530184,CD56+ natural killer cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1022,SRX1427818,GSM1937405,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-06-01T00:00:00Z,GSM1937405,primary human blood cell from fresh sample,NKcell,SRP066100
SRR2920499,OTHER,152,4271585168,PRJNA301969,SAMN04262092,2399933148,common lymphoid progenitor cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2596,SRX1427822,GSM1937409,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-06-01T00:00:00Z,GSM1937409,primary human blood cell from fresh sample,CLP,SRP066100
SRR2920500,OTHER,152,3361189376,PRJNA301969,SAMN04262093,1895263035,common myeloid progenitor cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2596,SRX1427823,GSM1937410,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-06-01T00:00:00Z,GSM1937410,primary human blood cell from fresh sample,CMP,SRP066100
SRR2920505,OTHER,152,2915274120,PRJNA301969,SAMN04262098,1639600372,granulocyte macrophage progenitor cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2596,SRX1427828,GSM1937415,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-06-01T00:00:00Z,GSM1937415,primary human blood cell from fresh sample,GMP,SRP066100
SRR2920510,OTHER,152,3115787048,PRJNA301969,SAMN04262103,1784873335,multipotent progenitor cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2596,SRX1427833,GSM1937420,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-06-01T00:00:00Z,GSM1937420,primary human blood cell from fresh sample,MPP,SRP066100
SRR2920514,OTHER,152,4529425960,PRJNA301969,SAMN04262047,2041613063,CD4+ T cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",4983,SRX1427837,GSM1937424,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-06-01T00:00:00Z,GSM1937424,primary human blood cell from fresh sample,CD4Tcell,SRP066100
SRR2920515,OTHER,152,7923908808,PRJNA301969,SAMN04262048,3592467703,CD8+ T cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",4983,SRX1427838,GSM1937425,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-06-01T00:00:00Z,GSM1937425,primary human blood cell from fresh sample,CD8Tcell,SRP066100
SRR2920516,OTHER,152,8780920528,PRJNA301969,SAMN04262049,3973722515,CD56+ natural killer cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",4983,SRX1427839,GSM1937426,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-06-01T00:00:00Z,GSM1937426,primary human blood cell from fresh sample,NKcell,SRP066100
SRR2920517,OTHER,152,8368035480,PRJNA301969,SAMN04262050,4214110299,CD19+CD20+ B cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",5483,SRX1427840,GSM1937427,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-06-01T00:00:00Z,GSM1937427,primary human blood cell from fresh sample,Bcell,SRP066100
SRR2920518,OTHER,152,9163752440,PRJNA301969,SAMN04262051,4635805751,CD4+ T cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",5483,SRX1427841,GSM1937428,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-06-01T00:00:00Z,GSM1937428,primary human blood cell from fresh sample,CD4Tcell,SRP066100
SRR2920523,OTHER,152,1396612176,PRJNA301969,SAMN04262056,786151547,CD71+GPA+ erythroblast cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",5483,SRX1427846,GSM1937433,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-06-01T00:00:00Z,GSM1937433,primary human blood cell from fresh sample,Ery,SRP066100
SRR2920524,OTHER,152,3499967960,PRJNA301969,SAMN04262057,1973874735,CD71+GPA+ erythroblast cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",5483,SRX1427847,GSM1937434,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-06-01T00:00:00Z,GSM1937434,primary human blood cell from fresh sample,Ery,SRP066100
SRR2920525,OTHER,152,2393394736,PRJNA301969,SAMN04262058,1346579248,CD71+GPA+ erythroblast cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",5483,SRX1427848,GSM1937435,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-06-01T00:00:00Z,GSM1937435,primary human blood cell from fresh sample,Ery,SRP066100
SRR2920526,OTHER,152,5746728904,PRJNA301969,SAMN04262059,2878930844,CD56+ natural killer cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",5483,SRX1427849,GSM1937436,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-06-01T00:00:00Z,GSM1937436,primary human blood cell from fresh sample,NKcell,SRP066100
SRR2920527,OTHER,152,14053997824,PRJNA301969,SAMN04262060,7454205313,CD56+ natural killer cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",5483,SRX1427850,GSM1937437,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-06-01T00:00:00Z,GSM1937437,primary human blood cell from fresh sample,NKcell,SRP066100
SRR2920528,OTHER,152,2276793408,PRJNA301969,SAMN04262061,1195726104,common lymphoid progenitor cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",6926,SRX1427851,GSM1937438,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-06-01T00:00:00Z,GSM1937438,primary human blood cell from fresh sample,CLP,SRP066100
SRR2920534,OTHER,152,11667912008,PRJNA301969,SAMN04262067,5461208349,multipotent progenitor cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",7256,SRX1427857,GSM1937444,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-06-01T00:00:00Z,GSM1937444,primary human blood cell from fresh sample,MPP,SRP066100
SRR2920537,OTHER,152,2728556712,PRJNA301969,SAMN04262072,1343553349,common myeloid progenitor cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",7256,SRX1427860,GSM1937447,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-06-01T00:00:00Z,GSM1937447,primary human blood cell from fresh sample,CMP,SRP066100
SRR2920538,OTHER,152,4573852824,PRJNA301969,SAMN04262073,2252086835,granulocyte macrophage progenitor cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",7256,SRX1427861,GSM1937448,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-06-01T00:00:00Z,GSM1937448,primary human blood cell from fresh sample,GMP,SRP066100
SRR2920539,OTHER,152,4561157480,PRJNA301969,SAMN04262074,2226781414,granulocyte macrophage progenitor cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",7256,SRX1427862,GSM1937449,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-06-01T00:00:00Z,GSM1937449,primary human blood cell from fresh sample,GMP,SRP066100
SRR2920540,OTHER,152,4286116064,PRJNA301969,SAMN04262075,2116042203,megakaryocyte erythroid progenitor cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",7256,SRX1427863,GSM1937450,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-06-01T00:00:00Z,GSM1937450,primary human blood cell from fresh sample,MEP,SRP066100
SRR2920541,OTHER,152,4068462400,PRJNA301969,SAMN04262123,2017246584,megakaryocyte erythroid progenitor cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",7256,SRX1427864,GSM1937451,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-06-01T00:00:00Z,GSM1937451,primary human blood cell from fresh sample,MEP,SRP066100
SRR2920542,OTHER,152,5824919376,PRJNA301969,SAMN04262124,2888818006,CD14+ monocyte cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",7256,SRX1427865,GSM1937452,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-06-01T00:00:00Z,GSM1937452,primary human blood cell from fresh sample,Mono,SRP066100
SRR2920543,OTHER,152,7468277560,PRJNA301969,SAMN04262125,3655086815,CD14+ monocyte cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",7256,SRX1427866,GSM1937453,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-06-01T00:00:00Z,GSM1937453,primary human blood cell from fresh sample,Mono,SRP066100
SRR2920545,OTHER,152,749176232,PRJNA301969,SAMN04262071,422755680,common lymphoid progenitor cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",6926,SRX1427868,GSM1937455,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-06-01T00:00:00Z,GSM1937455,primary human blood cell from fresh sample,CLP,SRP066100
SRR2920546,OTHER,152,821021008,PRJNA301969,SAMN04262126,440551038,"acute myeloid leukemia\, blast cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SU048,SRX1427869,GSM1937456,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-06-01T00:00:00Z,GSM1937456,primary human leukemia cell from cryopreserved sample,Blast,SRP066100
SRR2920550,OTHER,152,774986896,PRJNA301969,SAMN04262130,416032739,"acute myeloid leukemia\, blast cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SU048,SRX1427873,GSM1937460,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-06-01T00:00:00Z,GSM1937460,primary human leukemia cell from cryopreserved sample,Blast,SRP066100
SRR2920556,OTHER,100,2093036700,PRJNA301969,SAMN04262136,1253407451,"acute myeloid leukemia\, pre-leukemic hematopoietic stem cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SU070,SRX1427879,GSM1937466,Illumina HiSeq 2500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-06-01T00:00:00Z,GSM1937466,primary human leukemia cell from cryopreserved sample,pHSC,SRP066100
SRR2920558,OTHER,152,2801545288,PRJNA301969,SAMN04262138,1199383534,"acute myeloid leukemia\, blast cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SU209,SRX1427881,GSM1937468,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-06-01T00:00:00Z,GSM1937468,primary human leukemia cell from cryopreserved sample,Blast,SRP066100
SRR2920561,OTHER,152,6358306680,PRJNA301969,SAMN04262141,3383957933,"acute myeloid leukemia\, pre-leukemic hematopoietic stem cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SU209,SRX1427884,GSM1937471,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-06-01T00:00:00Z,GSM1937471,primary human leukemia cell from cryopreserved sample,pHSC,SRP066100
SRR2920562,OTHER,152,4692770328,PRJNA301969,SAMN04262142,2514816665,"acute myeloid leukemia\, pre-leukemic hematopoietic stem cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SU209,SRX1427885,GSM1937472,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-06-01T00:00:00Z,GSM1937472,primary human leukemia cell from cryopreserved sample,pHSC,SRP066100
SRR2920563,OTHER,152,4816963296,PRJNA301969,SAMN04262143,2192055301,"acute myeloid leukemia\, blast cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SU306,SRX1427886,GSM1937473,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-06-01T00:00:00Z,GSM1937473,primary human leukemia cell from cryopreserved sample,Blast,SRP066100
SRR2920565,OTHER,152,5928071440,PRJNA301969,SAMN04262145,2697662349,"acute myeloid leukemia\, blast cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SU336,SRX1427888,GSM1937475,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-06-01T00:00:00Z,GSM1937475,primary human leukemia cell from cryopreserved sample,Blast,SRP066100
SRR2920567,OTHER,152,2933214072,PRJNA301969,SAMN04262147,1373037354,"acute myeloid leukemia\, blast cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SU351,SRX1427890,GSM1937477,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-06-01T00:00:00Z,GSM1937477,primary human leukemia cell from cryopreserved sample,Blast,SRP066100
SRR2920568,OTHER,152,5373300168,PRJNA301969,SAMN04262148,2510048349,"acute myeloid leukemia\, pre-leukemic hematopoietic stem cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SU351,SRX1427891,GSM1937478,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-06-01T00:00:00Z,GSM1937478,primary human leukemia cell from cryopreserved sample,pHSC,SRP066100
SRR2920570,OTHER,152,3959785136,PRJNA301969,SAMN04262150,1790603639,"acute myeloid leukemia\, leukmeia stem cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SU353,SRX1427893,GSM1937480,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-06-01T00:00:00Z,GSM1937480,primary human leukemia cell from cryopreserved sample,LSC,SRP066100
SRR2920572,OTHER,152,7649143728,PRJNA301969,SAMN04262159,3239170112,"acute myeloid leukemia\, blast cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SU444,SRX1427895,GSM1937482,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-06-01T00:00:00Z,GSM1937482,primary human leukemia cell from cryopreserved sample,Blast,SRP066100
SRR2920573,OTHER,152,6926111496,PRJNA301969,SAMN04262160,3199139845,"acute myeloid leukemia\, leukmeia stem cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SU444,SRX1427896,GSM1937483,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-06-01T00:00:00Z,GSM1937483,primary human leukemia cell from cryopreserved sample,LSC,SRP066100
SRR2920580,OTHER,152,4570831064,PRJNA301969,SAMN04262158,1971316921,"acute myeloid leukemia\, blast cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SU501,SRX1427903,GSM1937490,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-06-01T00:00:00Z,GSM1937490,primary human leukemia cell from cryopreserved sample,Blast,SRP066100
SRR2920581,OTHER,152,3148255768,PRJNA301969,SAMN04262161,1363000949,"acute myeloid leukemia\, pre-leukemic hematopoietic stem cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SU501,SRX1427904,GSM1937491,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-06-01T00:00:00Z,GSM1937491,primary human leukemia cell from cryopreserved sample,pHSC,SRP066100
SRR2920583,OTHER,152,4085045296,PRJNA301969,SAMN04262163,1853590351,"acute myeloid leukemia\, leukmeia stem cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SU575,SRX1427906,GSM1937493,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-06-01T00:00:00Z,GSM1937493,primary human leukemia cell from cryopreserved sample,LSC,SRP066100
SRR2920587,OTHER,152,14393245864,PRJNA301969,SAMN04262167,6554202999,"acute myeloid leukemia\, pre-leukemic hematopoietic stem cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SU583,SRX1427910,GSM1937497,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-06-01T00:00:00Z,GSM1937497,primary human leukemia cell from cryopreserved sample,pHSC,SRP066100
SRR2920588,OTHER,152,3614531576,PRJNA301969,SAMN04262168,1940057273,"acute myeloid leukemia\, pre-leukemic hematopoietic stem cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SU583,SRX1427911,GSM1937498,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-06-01T00:00:00Z,GSM1937498,primary human leukemia cell from cryopreserved sample,pHSC,SRP066100
SRR2920589,OTHER,152,10676294864,PRJNA301969,SAMN04262169,5286053620,"acute myeloid leukemia\, blast cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SU623,SRX1427912,GSM1937499,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-06-01T00:00:00Z,GSM1937499,primary human leukemia cell from cryopreserved sample,Blast,SRP066100
SRR2920590,OTHER,152,4038944608,PRJNA301969,SAMN04262170,2171423434,"acute myeloid leukemia\, blast cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SU623,SRX1427913,GSM1937500,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-06-01T00:00:00Z,GSM1937500,primary human leukemia cell from cryopreserved sample,Blast,SRP066100
SRR2920593,OTHER,152,6572034336,PRJNA301969,SAMN04262173,2984286807,"acute myeloid leukemia\, blast cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SU654,SRX1427916,GSM1937503,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-06-01T00:00:00Z,GSM1937503,primary human leukemia cell from cryopreserved sample,Blast,SRP066100
SRR2920595,OTHER,152,6175129656,PRJNA301969,SAMN04262175,2816533543,"acute myeloid leukemia\, pre-leukemic hematopoietic stem cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SU654,SRX1427918,GSM1937505,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-06-01T00:00:00Z,GSM1937505,primary human leukemia cell from cryopreserved sample,pHSC,SRP066100
