Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Cell_type,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,donorid,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,sample_type,source_name,SRA Study
SRR2753135,RNA-Seq,150,2562529002,PRJNA299579,SAMN04202239,1068588682,"acute myeloid leukemia\, blast cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SU444,SRX1363228,GSM1915640,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-06-01T00:00:00Z,GSM1915640,primary human leukemia cell from cryopreserved sample,Blast,SRP065216
SRR2753136,RNA-Seq,152,5382325776,PRJNA299579,SAMN04202240,1975731957,"acute myeloid leukemia\, leukmeia stem cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SU444,SRX1363229,GSM1915641,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-06-01T00:00:00Z,GSM1915641,primary human leukemia cell from cryopreserved sample,LSC,SRP065216
SRR2753137,RNA-Seq,150,3000249967,PRJNA299579,SAMN04202241,1249727537,"acute myeloid leukemia\, pre-leukemic hematopoietic stem cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SU444,SRX1363230,GSM1915642,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-06-01T00:00:00Z,GSM1915642,primary human leukemia cell from cryopreserved sample,pHSC,SRP065216
SRR2753138,RNA-Seq,150,2472362746,PRJNA299579,SAMN04202241,1013960274,"acute myeloid leukemia\, pre-leukemic hematopoietic stem cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SU444,SRX1363230,GSM1915642,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-06-01T00:00:00Z,GSM1915642,primary human leukemia cell from cryopreserved sample,pHSC,SRP065216
SRR2753139,RNA-Seq,202,3161107292,PRJNA299579,SAMN04202242,2169239204,"acute myeloid leukemia\, blast cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SU484,SRX1363231,GSM1915643,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-06-01T00:00:00Z,GSM1915643,primary human leukemia cell from cryopreserved sample,Blast,SRP065216
SRR2753140,RNA-Seq,202,2389299026,PRJNA299579,SAMN04202243,1642216739,"acute myeloid leukemia\, pre-leukemic hematopoietic stem cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SU484,SRX1363232,GSM1915644,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-06-01T00:00:00Z,GSM1915644,primary human leukemia cell from cryopreserved sample,pHSC,SRP065216
SRR2753141,RNA-Seq,148,6749783111,PRJNA299579,SAMN04202244,3085915606,"acute myeloid leukemia\, blast cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SU496,SRX1363233,GSM1915645,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-06-01T00:00:00Z,GSM1915645,primary human leukemia cell from cryopreserved sample,Blast,SRP065216
SRR2753142,RNA-Seq,152,5636302880,PRJNA299579,SAMN04202245,2071368452,"acute myeloid leukemia\, leukmeia stem cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SU496,SRX1363234,GSM1915646,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-06-01T00:00:00Z,GSM1915646,primary human leukemia cell from cryopreserved sample,LSC,SRP065216
SRR2753143,RNA-Seq,148,6519019451,PRJNA299579,SAMN04202246,2971229685,"acute myeloid leukemia\, pre-leukemic hematopoietic stem cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SU496,SRX1363235,GSM1915647,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-06-01T00:00:00Z,GSM1915647,primary human leukemia cell from cryopreserved sample,pHSC,SRP065216
SRR2753144,RNA-Seq,150,2646769662,PRJNA299579,SAMN04202247,1129293014,"acute myeloid leukemia\, blast cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SU501,SRX1363236,GSM1915648,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-06-01T00:00:00Z,GSM1915648,primary human leukemia cell from cryopreserved sample,Blast,SRP065216
SRR2753145,RNA-Seq,150,2978251704,PRJNA299579,SAMN04202248,1233558316,"acute myeloid leukemia\, pre-leukemic hematopoietic stem cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SU501,SRX1363237,GSM1915649,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-06-01T00:00:00Z,GSM1915649,primary human leukemia cell from cryopreserved sample,pHSC,SRP065216
SRR2753146,RNA-Seq,150,2734981882,PRJNA299579,SAMN04202249,1142360672,"acute myeloid leukemia\, blast cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SU575,SRX1363238,GSM1915650,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-06-01T00:00:00Z,GSM1915650,primary human leukemia cell from cryopreserved sample,Blast,SRP065216
SRR2753147,RNA-Seq,152,4994463120,PRJNA299579,SAMN04202250,1833536483,"acute myeloid leukemia\, leukmeia stem cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SU575,SRX1363239,GSM1915651,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-06-01T00:00:00Z,GSM1915651,primary human leukemia cell from cryopreserved sample,LSC,SRP065216
SRR2753148,RNA-Seq,150,2835114906,PRJNA299579,SAMN04202251,1177784181,"acute myeloid leukemia\, pre-leukemic hematopoietic stem cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SU575,SRX1363240,GSM1915652,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-06-01T00:00:00Z,GSM1915652,primary human leukemia cell from cryopreserved sample,pHSC,SRP065216
SRR2753149,RNA-Seq,150,3671127991,PRJNA299579,SAMN04202252,2079796836,"acute myeloid leukemia\, blast cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SU583,SRX1363241,GSM1915653,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-06-01T00:00:00Z,GSM1915653,primary human leukemia cell from cryopreserved sample,Blast,SRP065216
SRR2753150,RNA-Seq,152,5863199816,PRJNA299579,SAMN04202253,2184028769,"acute myeloid leukemia\, leukmeia stem cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SU583,SRX1363242,GSM1915654,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-06-01T00:00:00Z,GSM1915654,primary human leukemia cell from cryopreserved sample,LSC,SRP065216
SRR2753151,RNA-Seq,150,2353650638,PRJNA299579,SAMN04202254,1343156118,"acute myeloid leukemia\, pre-leukemic hematopoietic stem cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SU583,SRX1363243,GSM1915655,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-06-01T00:00:00Z,GSM1915655,primary human leukemia cell from cryopreserved sample,pHSC,SRP065216
SRR2753152,RNA-Seq,150,4388634876,PRJNA299579,SAMN04202255,2490236260,"acute myeloid leukemia\, blast cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SU654,SRX1363244,GSM1915656,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-06-01T00:00:00Z,GSM1915656,primary human leukemia cell from cryopreserved sample,Blast,SRP065216
SRR2753153,RNA-Seq,152,5918835616,PRJNA299579,SAMN04202256,2171217551,"acute myeloid leukemia\, leukmeia stem cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SU654,SRX1363245,GSM1915657,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-06-01T00:00:00Z,GSM1915657,primary human leukemia cell from cryopreserved sample,LSC,SRP065216
SRR2753154,RNA-Seq,150,5551234995,PRJNA299579,SAMN04202257,3142623719,"acute myeloid leukemia\, pre-leukemic hematopoietic stem cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SU654,SRX1363246,GSM1915658,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-06-01T00:00:00Z,GSM1915658,primary human leukemia cell from cryopreserved sample,pHSC,SRP065216
