Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,cell_type,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,donor,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,lineage,Organism,Platform,ReleaseDate,Sample Name,source_name,SRA Study,Treatment
SRR11007126,RNA-Seq,180,8021072544,PRJNA484735,SAMN09768710,2671876960,Myeloid_DCs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1002,SRX4510670,GSM3319819,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,MYELOID,Homo sapiens,ILLUMINA,2020-02-04T00:00:00Z,GSM3319819,primary blood,SRP156452,no_treament
SRR11007127,RNA-Seq,201,2573217700,PRJNA484735,SAMN09768705,1028549495,CD8pos_T,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1003,SRX4510675,GSM3319824,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,CD8,Homo sapiens,ILLUMINA,2020-02-04T00:00:00Z,GSM3319824,primary blood,SRP156452,no_treament
SRR11007128,RNA-Seq,189,10015727474,PRJNA484735,SAMN09768704,3250589487,CD8pos_T,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1003,SRX4510676,GSM3319825,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,CD8,Homo sapiens,ILLUMINA,2020-02-04T00:00:00Z,GSM3319825,primary blood,SRP156452,treatment1
SRR11007129,RNA-Seq,189,9871830242,PRJNA484735,SAMN09768703,3411958191,Central_memory_CD8pos_T,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1003,SRX4510677,GSM3319826,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,CD8,Homo sapiens,ILLUMINA,2020-02-04T00:00:00Z,GSM3319826,primary blood,SRP156452,no_treament
SRR11007130,RNA-Seq,184,5838511330,PRJNA484735,SAMN09768702,1895895942,Central_memory_CD8pos_T,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1003,SRX4510678,GSM3319827,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,CD8,Homo sapiens,ILLUMINA,2020-02-04T00:00:00Z,GSM3319827,primary blood,SRP156452,treatment1
SRR11007131,RNA-Seq,188,1866913031,PRJNA484735,SAMN09768701,691294285,Effector_memory_CD8pos_T,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1003,SRX4510679,GSM3319828,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,CD8,Homo sapiens,ILLUMINA,2020-02-04T00:00:00Z,GSM3319828,primary blood,SRP156452,no_treament
SRR11007132,RNA-Seq,190,12337480832,PRJNA484735,SAMN09768700,4075728785,Effector_memory_CD8pos_T,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1003,SRX4510680,GSM3319829,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,CD8,Homo sapiens,ILLUMINA,2020-02-04T00:00:00Z,GSM3319829,primary blood,SRP156452,treatment1
SRR11007133,RNA-Seq,190,4401390080,PRJNA484735,SAMN09768699,1561281030,Naive_CD8_T,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1003,SRX4510681,GSM3319830,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,CD8,Homo sapiens,ILLUMINA,2020-02-04T00:00:00Z,GSM3319830,primary blood,SRP156452,no_treament
SRR11007134,RNA-Seq,192,4870145126,PRJNA484735,SAMN09768698,1666168022,Naive_CD8_T,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1003,SRX4510682,GSM3319831,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,CD8,Homo sapiens,ILLUMINA,2020-02-04T00:00:00Z,GSM3319831,primary blood,SRP156452,treatment1
SRR11007135,RNA-Seq,179,5748857936,PRJNA484735,SAMN09768697,1879363977,Gamma_delta_T,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1003,SRX4510683,GSM3319832,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,GD,Homo sapiens,ILLUMINA,2020-02-04T00:00:00Z,GSM3319832,primary blood,SRP156452,no_treament
SRR11007136,RNA-Seq,192,7954418371,PRJNA484735,SAMN09768696,2738439718,Gamma_delta_T,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1003,SRX4510684,GSM3319833,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,GD,Homo sapiens,ILLUMINA,2020-02-04T00:00:00Z,GSM3319833,primary blood,SRP156452,treatment1
SRR11007137,RNA-Seq,201,266892648,PRJNA484735,SAMN09768695,111613667,Effector_CD4pos_T,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1003,SRX4510685,GSM3319834,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,CD4,Homo sapiens,ILLUMINA,2020-02-04T00:00:00Z,GSM3319834,primary blood,SRP156452,no_treament
SRR11007138,RNA-Seq,190,7691245639,PRJNA484735,SAMN09768694,2491173083,Effector_CD4pos_T,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1003,SRX4510686,GSM3319835,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,CD4,Homo sapiens,ILLUMINA,2020-02-04T00:00:00Z,GSM3319835,primary blood,SRP156452,treatment1
SRR11007139,RNA-Seq,198,6332505675,PRJNA484735,SAMN09768693,2324008223,Follicular_T_Helper,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1003,SRX4510687,GSM3319836,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,CD4,Homo sapiens,ILLUMINA,2020-02-04T00:00:00Z,GSM3319836,primary blood,SRP156452,no_treament
SRR11007140,RNA-Seq,187,9709033278,PRJNA484735,SAMN09768692,3259817248,Follicular_T_Helper,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1003,SRX4510688,GSM3319837,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,CD4,Homo sapiens,ILLUMINA,2020-02-04T00:00:00Z,GSM3319837,primary blood,SRP156452,treatment1
SRR11007141,RNA-Seq,201,1348909165,PRJNA484735,SAMN09768691,561135319,Memory_Teffs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1003,SRX4510689,GSM3319838,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,CD4,Homo sapiens,ILLUMINA,2020-02-04T00:00:00Z,GSM3319838,primary blood,SRP156452,no_treament
SRR11007142,RNA-Seq,188,4607547647,PRJNA484735,SAMN09768690,1632059626,Memory_Teffs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1003,SRX4510690,GSM3319839,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,CD4,Homo sapiens,ILLUMINA,2020-02-04T00:00:00Z,GSM3319839,primary blood,SRP156452,treatment1
SRR11007143,RNA-Seq,201,2205918075,PRJNA484735,SAMN09768730,854767542,Memory_Tregs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1003,SRX4510691,GSM3319840,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,CD4,Homo sapiens,ILLUMINA,2020-02-04T00:00:00Z,GSM3319840,primary blood,SRP156452,no_treament
SRR11007144,RNA-Seq,188,2183591562,PRJNA484735,SAMN09768729,695133799,Memory_Tregs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1003,SRX4510692,GSM3319841,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,CD4,Homo sapiens,ILLUMINA,2020-02-04T00:00:00Z,GSM3319841,primary blood,SRP156452,treatment1
SRR11007145,RNA-Seq,201,1559197986,PRJNA484735,SAMN09768728,648799850,Naive_Teffs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1003,SRX4510693,GSM3319842,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,CD4,Homo sapiens,ILLUMINA,2020-02-04T00:00:00Z,GSM3319842,primary blood,SRP156452,no_treament
SRR11007146,RNA-Seq,187,7219027222,PRJNA484735,SAMN09768727,2361422153,Naive_Teffs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1003,SRX4510694,GSM3319843,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,CD4,Homo sapiens,ILLUMINA,2020-02-04T00:00:00Z,GSM3319843,primary blood,SRP156452,treatment1
SRR11007147,RNA-Seq,186,10472977845,PRJNA484735,SAMN09768726,3363147009,Regulatory_T,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1003,SRX4510695,GSM3319844,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,CD4,Homo sapiens,ILLUMINA,2020-02-04T00:00:00Z,GSM3319844,primary blood,SRP156452,no_treament
SRR11007148,RNA-Seq,188,4283039893,PRJNA484735,SAMN09768450,1366648392,Regulatory_T,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1003,SRX4510696,GSM3319845,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,CD4,Homo sapiens,ILLUMINA,2020-02-04T00:00:00Z,GSM3319845,primary blood,SRP156452,treatment1
SRR11007149,RNA-Seq,189,5039783276,PRJNA484735,SAMN09768449,1670455559,Th1_precursors,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1003,SRX4510697,GSM3319846,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,CD4,Homo sapiens,ILLUMINA,2020-02-04T00:00:00Z,GSM3319846,primary blood,SRP156452,no_treament
SRR11007151,RNA-Seq,191,8516884340,PRJNA484735,SAMN09768448,2991625374,Th1_precursors,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1003,SRX4510698,GSM3319847,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,CD4,Homo sapiens,ILLUMINA,2020-02-04T00:00:00Z,GSM3319847,primary blood,SRP156452,treatment1
SRR11007152,RNA-Seq,192,5082612400,PRJNA484735,SAMN09768447,1819141335,Th17_precursors,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1003,SRX4510699,GSM3319848,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,CD4,Homo sapiens,ILLUMINA,2020-02-04T00:00:00Z,GSM3319848,primary blood,SRP156452,no_treament
SRR11007153,RNA-Seq,187,11937744567,PRJNA484735,SAMN09768446,3910457761,Th17_precursors,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1003,SRX4510700,GSM3319849,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,CD4,Homo sapiens,ILLUMINA,2020-02-04T00:00:00Z,GSM3319849,primary blood,SRP156452,treatment1
SRR11007154,RNA-Seq,175,2559175507,PRJNA484735,SAMN09768445,841520438,Th2_precursors,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1003,SRX4510701,GSM3319850,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,CD4,Homo sapiens,ILLUMINA,2020-02-04T00:00:00Z,GSM3319850,primary blood,SRP156452,no_treament
SRR11007155,RNA-Seq,197,5572653207,PRJNA484735,SAMN09768444,1962833439,Th2_precursors,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1003,SRX4510702,GSM3319851,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,CD4,Homo sapiens,ILLUMINA,2020-02-04T00:00:00Z,GSM3319851,primary blood,SRP156452,treatment1
SRR11007156,RNA-Seq,191,7378878826,PRJNA484735,SAMN09768689,2643181621,Mature_NK,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1003,SRX4510703,GSM3319852,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,NK,Homo sapiens,ILLUMINA,2020-02-04T00:00:00Z,GSM3319852,primary blood,SRP156452,no_treament
SRR11007157,RNA-Seq,186,4979664909,PRJNA484735,SAMN09768688,1619702930,Mature_NK,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1003,SRX4510704,GSM3319853,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,NK,Homo sapiens,ILLUMINA,2020-02-04T00:00:00Z,GSM3319853,primary blood,SRP156452,treatment1
SRR11007158,RNA-Seq,198,2825685522,PRJNA484735,SAMN09768687,1056477628,Monocytes,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1003,SRX4510705,GSM3319854,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,MYELOID,Homo sapiens,ILLUMINA,2020-02-04T00:00:00Z,GSM3319854,primary blood,SRP156452,no_treament
SRR11007159,RNA-Seq,189,8661311291,PRJNA484735,SAMN09768686,2874567855,Monocytes,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1003,SRX4510706,GSM3319855,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,MYELOID,Homo sapiens,ILLUMINA,2020-02-04T00:00:00Z,GSM3319855,primary blood,SRP156452,treatment1
SRR11007160,RNA-Seq,185,8803230177,PRJNA484735,SAMN09768682,2876159866,CD8pos_T,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1004,SRX4510710,GSM3319859,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,CD8,Homo sapiens,ILLUMINA,2020-02-04T00:00:00Z,GSM3319859,primary blood,SRP156452,no_treament
SRR11007161,RNA-Seq,191,10884225708,PRJNA484735,SAMN09768681,3886876531,CD8pos_T,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1004,SRX4510711,GSM3319860,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,CD8,Homo sapiens,ILLUMINA,2020-02-04T00:00:00Z,GSM3319860,primary blood,SRP156452,treatment1
SRR11007162,RNA-Seq,187,8637344214,PRJNA484735,SAMN09768680,2767206015,Central_memory_CD8pos_T,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1004,SRX4510712,GSM3319861,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,CD8,Homo sapiens,ILLUMINA,2020-02-04T00:00:00Z,GSM3319861,primary blood,SRP156452,no_treament
SRR11007163,RNA-Seq,183,7812101135,PRJNA484735,SAMN09768679,2528723706,Central_memory_CD8pos_T,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1004,SRX4510713,GSM3319862,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,CD8,Homo sapiens,ILLUMINA,2020-02-04T00:00:00Z,GSM3319862,primary blood,SRP156452,treatment1
SRR11007164,RNA-Seq,181,10684447835,PRJNA484735,SAMN09768678,3457068027,Effector_memory_CD8pos_T,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1004,SRX4510714,GSM3319863,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,CD8,Homo sapiens,ILLUMINA,2020-02-04T00:00:00Z,GSM3319863,primary blood,SRP156452,no_treament
SRR11007165,RNA-Seq,183,9871966842,PRJNA484735,SAMN09768677,3198985997,Effector_memory_CD8pos_T,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1004,SRX4510715,GSM3319864,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,CD8,Homo sapiens,ILLUMINA,2020-02-04T00:00:00Z,GSM3319864,primary blood,SRP156452,treatment1
SRR11007166,RNA-Seq,180,8938134914,PRJNA484735,SAMN09768676,2906952207,Naive_CD8_T,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1004,SRX4510716,GSM3319865,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,CD8,Homo sapiens,ILLUMINA,2020-02-04T00:00:00Z,GSM3319865,primary blood,SRP156452,no_treament
SRR11007167,RNA-Seq,181,6845523829,PRJNA484735,SAMN09768675,2229952725,Naive_CD8_T,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1004,SRX4510717,GSM3319866,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,CD8,Homo sapiens,ILLUMINA,2020-02-04T00:00:00Z,GSM3319866,primary blood,SRP156452,treatment1
SRR11007168,RNA-Seq,185,3015599178,PRJNA484735,SAMN09768674,972256313,Gamma_delta_T,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1004,SRX4510718,GSM3319867,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,GD,Homo sapiens,ILLUMINA,2020-02-04T00:00:00Z,GSM3319867,primary blood,SRP156452,no_treament
SRR11007169,RNA-Seq,185,9670777036,PRJNA484735,SAMN09768673,3134300314,Gamma_delta_T,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1004,SRX4510719,GSM3319868,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,GD,Homo sapiens,ILLUMINA,2020-02-04T00:00:00Z,GSM3319868,primary blood,SRP156452,treatment1
SRR11007170,RNA-Seq,180,8369487195,PRJNA484735,SAMN09768672,2703738225,Effector_CD4pos_T,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1004,SRX4510720,GSM3319869,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,CD4,Homo sapiens,ILLUMINA,2020-02-04T00:00:00Z,GSM3319869,primary blood,SRP156452,no_treament
SRR11007171,RNA-Seq,187,3638974595,PRJNA484735,SAMN09768671,1197653548,Effector_CD4pos_T,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1004,SRX4510721,GSM3319870,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,CD4,Homo sapiens,ILLUMINA,2020-02-04T00:00:00Z,GSM3319870,primary blood,SRP156452,treatment1
SRR11007172,RNA-Seq,186,6941937712,PRJNA484735,SAMN09768670,2257629684,Follicular_T_Helper,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1004,SRX4510722,GSM3319871,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,CD4,Homo sapiens,ILLUMINA,2020-02-04T00:00:00Z,GSM3319871,primary blood,SRP156452,no_treament
SRR11007173,RNA-Seq,189,6414902705,PRJNA484735,SAMN09768669,2259209975,Follicular_T_Helper,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1004,SRX4510723,GSM3319872,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,CD4,Homo sapiens,ILLUMINA,2020-02-04T00:00:00Z,GSM3319872,primary blood,SRP156452,treatment1
SRR11007174,RNA-Seq,188,9504517159,PRJNA484735,SAMN09768404,3028899320,Memory_Teffs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1004,SRX4510724,GSM3319873,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,CD4,Homo sapiens,ILLUMINA,2020-02-04T00:00:00Z,GSM3319873,primary blood,SRP156452,no_treament
SRR11007175,RNA-Seq,187,7191234715,PRJNA484735,SAMN09768403,2490902699,Memory_Teffs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1004,SRX4510725,GSM3319874,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,CD4,Homo sapiens,ILLUMINA,2020-02-04T00:00:00Z,GSM3319874,primary blood,SRP156452,treatment1
SRR11007176,RNA-Seq,187,6455505450,PRJNA484735,SAMN09768668,2071771521,Memory_Tregs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1004,SRX4510726,GSM3319875,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,CD4,Homo sapiens,ILLUMINA,2020-02-04T00:00:00Z,GSM3319875,primary blood,SRP156452,no_treament
SRR11007177,RNA-Seq,187,10947467901,PRJNA484735,SAMN09768667,3576845725,Memory_Tregs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1004,SRX4510727,GSM3319876,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,CD4,Homo sapiens,ILLUMINA,2020-02-04T00:00:00Z,GSM3319876,primary blood,SRP156452,treatment1
SRR11007178,RNA-Seq,184,6129069107,PRJNA484735,SAMN09768363,1961889066,Naive_Teffs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1004,SRX4510728,GSM3319877,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,CD4,Homo sapiens,ILLUMINA,2020-02-04T00:00:00Z,GSM3319877,primary blood,SRP156452,no_treament
SRR11007179,RNA-Seq,188,11397060105,PRJNA484735,SAMN09768362,3761408319,Naive_Teffs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1004,SRX4510729,GSM3319878,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,CD4,Homo sapiens,ILLUMINA,2020-02-04T00:00:00Z,GSM3319878,primary blood,SRP156452,treatment1
SRR11007180,RNA-Seq,180,8880600372,PRJNA484735,SAMN09768361,2900220911,Naive_Tregs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1004,SRX4510730,GSM3319879,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,CD4,Homo sapiens,ILLUMINA,2020-02-04T00:00:00Z,GSM3319879,primary blood,SRP156452,no_treament
SRR11007181,RNA-Seq,189,11268838338,PRJNA484735,SAMN09768402,3753445879,Naive_Tregs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1004,SRX4510731,GSM3319880,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,CD4,Homo sapiens,ILLUMINA,2020-02-04T00:00:00Z,GSM3319880,primary blood,SRP156452,treatment1
SRR11007182,RNA-Seq,187,5516798670,PRJNA484735,SAMN09768401,1764900388,Regulatory_T,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1004,SRX4510732,GSM3319881,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,CD4,Homo sapiens,ILLUMINA,2020-02-04T00:00:00Z,GSM3319881,primary blood,SRP156452,no_treament
SRR11007183,RNA-Seq,189,10569228921,PRJNA484735,SAMN09768400,3743299395,Th1_precursors,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1004,SRX4510733,GSM3319882,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,CD4,Homo sapiens,ILLUMINA,2020-02-04T00:00:00Z,GSM3319882,primary blood,SRP156452,treatment1
SRR11007184,RNA-Seq,188,11701696259,PRJNA484735,SAMN09768399,3946243322,Th17_precursors,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1004,SRX4510734,GSM3319883,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,CD4,Homo sapiens,ILLUMINA,2020-02-04T00:00:00Z,GSM3319883,primary blood,SRP156452,treatment1
SRR11007185,RNA-Seq,188,7908111655,PRJNA484735,SAMN09768398,2674087182,Th2_precursors,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1004,SRX4510735,GSM3319884,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,CD4,Homo sapiens,ILLUMINA,2020-02-04T00:00:00Z,GSM3319884,primary blood,SRP156452,treatment1
SRR11007186,RNA-Seq,186,8461245833,PRJNA484735,SAMN09768397,2742405188,Mature_NK,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1004,SRX4510736,GSM3319885,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,NK,Homo sapiens,ILLUMINA,2020-02-04T00:00:00Z,GSM3319885,primary blood,SRP156452,no_treament
SRR11007187,RNA-Seq,185,6704704926,PRJNA484735,SAMN09768396,2170476562,Mature_NK,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1004,SRX4510737,GSM3319886,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,NK,Homo sapiens,ILLUMINA,2020-02-04T00:00:00Z,GSM3319886,primary blood,SRP156452,treatment1
SRR11007188,RNA-Seq,187,6821946892,PRJNA484735,SAMN09768395,2195688123,Monocytes,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1004,SRX4510738,GSM3319887,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,MYELOID,Homo sapiens,ILLUMINA,2020-02-04T00:00:00Z,GSM3319887,primary blood,SRP156452,no_treament
SRR11007189,RNA-Seq,186,10897800728,PRJNA484735,SAMN09768394,3518833757,Monocytes,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1004,SRX4510739,GSM3319888,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,MYELOID,Homo sapiens,ILLUMINA,2020-02-04T00:00:00Z,GSM3319888,primary blood,SRP156452,treatment1
SRR11007190,RNA-Seq,179,10146707784,PRJNA484735,SAMN09768393,3320846888,Myeloid_DCs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1004,SRX4510740,GSM3319889,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,MYELOID,Homo sapiens,ILLUMINA,2020-02-04T00:00:00Z,GSM3319889,primary blood,SRP156452,no_treament
SRR11007191,RNA-Seq,150,2756739753,PRJNA484735,SAMN09768388,1089464561,Mature_NK,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",1009,SRX4510745,GSM3319894,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,NK,Homo sapiens,ILLUMINA,2020-02-04T00:00:00Z,GSM3319894,primary blood,SRP156452,treatment2
