Run,Group.ID,Sample.ID,Donor,Lineage,Cell_type,Stimulated,Treatment,Replicate,Assay.Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center.Name,Consent,Experiment,Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample.Name,SRA.Study
SRR7650848,Calderon-1003-Memory_NK-Control,Calderon-1003-Memory_NK-Control-1,Calderon-1003,NK,Memory_NK,FALSE,Control,1,ATAC-Seq,126,1586371807,PRJNA484801,SAMN09769896,629484900,GEO,public,SRX4513781,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320348,SRP156496
SRR7650860,Calderon-1004-Naive_CD8_T-Treatment_1,Calderon-1004-Naive_CD8_T-Treatment_1-1,Calderon-1004,CD8,Naive_CD8_T,TRUE,Treatment_1,1,ATAC-Seq,124,7248828197,PRJNA484801,SAMN09769884,3014469684,GEO,public,SRX4513793,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320360,SRP156496
SRR7650861,Calderon-1004-Gamma_delta_T-Control,Calderon-1004-Gamma_delta_T-Control-1,Calderon-1004,GD,Gamma_delta_T,FALSE,Control,1,ATAC-Seq,129,5689182370,PRJNA484801,SAMN09769883,2367125751,GEO,public,SRX4513794,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320361,SRP156496
SRR7650862,Calderon-1004-Gamma_delta_T-Treatment_1,Calderon-1004-Gamma_delta_T-Treatment_1-1,Calderon-1004,GD,Gamma_delta_T,TRUE,Treatment_1,1,ATAC-Seq,128,6806498833,PRJNA484801,SAMN09769882,2883266030,GEO,public,SRX4513795,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320362,SRP156496
SRR7650863,Calderon-1004-Effector_CD4pos_T-Control,Calderon-1004-Effector_CD4pos_T-Control-1,Calderon-1004,CD4,Effector_CD4pos_T,FALSE,Control,1,ATAC-Seq,129,5130946429,PRJNA484801,SAMN09769881,2229126246,GEO,public,SRX4513796,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320363,SRP156496
SRR7650864,Calderon-1004-Follicular_T_Helper-Control,Calderon-1004-Follicular_T_Helper-Control-1,Calderon-1004,CD4,Follicular_T_Helper,FALSE,Control,1,ATAC-Seq,133,6466803012,PRJNA484801,SAMN09769880,2759309245,GEO,public,SRX4513797,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320364,SRP156496
SRR7650869,Calderon-1004-Memory_Tregs-Treatment_1,Calderon-1004-Memory_Tregs-Treatment_1-1,Calderon-1004,CD4,Memory_Tregs,TRUE,Treatment_1,1,ATAC-Seq,121,6557767748,PRJNA484801,SAMN09769875,2751671741,GEO,public,SRX4513802,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320369,SRP156496
SRR7650870,Calderon-1004-Naive_Teffs-Control,Calderon-1004-Naive_Teffs-Control-1,Calderon-1004,CD4,Naive_Teffs,FALSE,Control,1,ATAC-Seq,131,7406696235,PRJNA484801,SAMN09769874,3075831487,GEO,public,SRX4513803,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320370,SRP156496
SRR7650871,Calderon-1004-Naive_Teffs-Treatment_1,Calderon-1004-Naive_Teffs-Treatment_1-1,Calderon-1004,CD4,Naive_Teffs,TRUE,Treatment_1,1,ATAC-Seq,129,6702821230,PRJNA484801,SAMN09769945,2828467108,GEO,public,SRX4513804,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320371,SRP156496
SRR7650872,Calderon-1004-Naive_Tregs-Control,Calderon-1004-Naive_Tregs-Control-1,Calderon-1004,CD4,Naive_Tregs,FALSE,Control,1,ATAC-Seq,126,4568165025,PRJNA484801,SAMN09769854,1898594076,GEO,public,SRX4513805,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320372,SRP156496
SRR7650873,Calderon-1004-Naive_Tregs-Treatment_1,Calderon-1004-Naive_Tregs-Treatment_1-1,Calderon-1004,CD4,Naive_Tregs,TRUE,Treatment_1,1,ATAC-Seq,120,6137939461,PRJNA484801,SAMN09769853,2573255045,GEO,public,SRX4513806,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320373,SRP156496
SRR7650874,Calderon-1004-Regulatory_T-Control,Calderon-1004-Regulatory_T-Control-1,Calderon-1004,CD4,Regulatory_T,FALSE,Control,1,ATAC-Seq,125,4790814301,PRJNA484801,SAMN09769944,2014789722,GEO,public,SRX4513807,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320374,SRP156496
SRR7650875,Calderon-1004-Regulatory_T-Treatment_1,Calderon-1004-Regulatory_T-Treatment_1-1,Calderon-1004,CD4,Regulatory_T,TRUE,Treatment_1,1,ATAC-Seq,121,5394195426,PRJNA484801,SAMN09769857,2263914069,GEO,public,SRX4513808,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320375,SRP156496
SRR7650876,Calderon-1004-Th1_precursors-Control,Calderon-1004-Th1_precursors-Control-1,Calderon-1004,CD4,Th1_precursors,FALSE,Control,1,ATAC-Seq,130,7195259457,PRJNA484801,SAMN09769856,3099524784,GEO,public,SRX4513809,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320376,SRP156496
SRR7650877,Calderon-1004-Th1_precursors-Treatment_1,Calderon-1004-Th1_precursors-Treatment_1-1,Calderon-1004,CD4,Th1_precursors,TRUE,Treatment_1,1,ATAC-Seq,131,6959996167,PRJNA484801,SAMN09769855,2917528335,GEO,public,SRX4513810,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320377,SRP156496
SRR7650878,Calderon-1004-Th17_precursors-Control,Calderon-1004-Th17_precursors-Control-1,Calderon-1004,CD4,Th17_precursors,FALSE,Control,1,ATAC-Seq,127,5652963689,PRJNA484801,SAMN09769852,2436860540,GEO,public,SRX4513811,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320378,SRP156496
SRR7650879,Calderon-1004-Th17_precursors-Treatment_1,Calderon-1004-Th17_precursors-Treatment_1-1,Calderon-1004,CD4,Th17_precursors,TRUE,Treatment_1,1,ATAC-Seq,129,6290964476,PRJNA484801,SAMN09769851,2636216911,GEO,public,SRX4513812,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320379,SRP156496
SRR7650884,Calderon-1004-Mature_NK-Treatment_1,Calderon-1004-Mature_NK-Treatment_1-1,Calderon-1004,NK,Mature_NK,TRUE,Treatment_1,1,ATAC-Seq,125,7741838658,PRJNA484801,SAMN09769846,3211702646,GEO,public,SRX4513817,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320384,SRP156496
SRR7650885,Calderon-1004-Memory_NK-Control,Calderon-1004-Memory_NK-Control-1,Calderon-1004,NK,Memory_NK,FALSE,Control,1,ATAC-Seq,130,7104701328,PRJNA484801,SAMN09769845,3100318736,GEO,public,SRX4513818,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320385,SRP156496
SRR7650886,Calderon-1004-Monocytes-Control,Calderon-1004-Monocytes-Control-1,Calderon-1004,MYELOID,Monocytes,FALSE,Control,1,ATAC-Seq,127,6583914358,PRJNA484801,SAMN09769844,2763622034,GEO,public,SRX4513819,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320386,SRP156496
SRR7650887,Calderon-1004-Monocytes-Treatment_1,Calderon-1004-Monocytes-Treatment_1-1,Calderon-1004,MYELOID,Monocytes,TRUE,Treatment_1,1,ATAC-Seq,126,7814560532,PRJNA484801,SAMN09769843,3221429153,GEO,public,SRX4513820,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320387,SRP156496
SRR7650909,Calderon-1008-Naive_Tregs-Control,Calderon-1008-Naive_Tregs-Control-1,Calderon-1008,CD4,Naive_Tregs,FALSE,Control,1,ATAC-Seq,134,10421006873,PRJNA484801,SAMN09769873,4250749884,GEO,public,SRX4513842,Illumina NovaSeq 6000,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320409,SRP156496
SRR7650910,Calderon-1008-Immature_NK-Control,Calderon-1008-Immature_NK-Control-1,Calderon-1008,NK,Immature_NK,FALSE,Control,1,ATAC-Seq,133,7946439919,PRJNA484801,SAMN09769872,3236204050,GEO,public,SRX4513843,Illumina NovaSeq 6000,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320410,SRP156496
SRR7650911,Calderon-1008-Mature_NK-Control,Calderon-1008-Mature_NK-Control-1,Calderon-1008,NK,Mature_NK,FALSE,Control,1,ATAC-Seq,133,5774972831,PRJNA484801,SAMN09769871,2354864360,GEO,public,SRX4513844,Illumina NovaSeq 6000,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320411,SRP156496
SRR7650912,Calderon-1008-Mature_NK-Treatment_2,Calderon-1008-Mature_NK-Treatment_2-1,Calderon-1008,NK,Mature_NK,TRUE,Treatment_2,1,ATAC-Seq,136,9084543997,PRJNA484801,SAMN09769870,3780127163,GEO,public,SRX4513845,Illumina NovaSeq 6000,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320412,SRP156496
SRR7650913,Calderon-1008-Memory_NK-Control,Calderon-1008-Memory_NK-Control-1,Calderon-1008,NK,Memory_NK,FALSE,Control,1,ATAC-Seq,133,9283837499,PRJNA484801,SAMN09769869,3833970484,GEO,public,SRX4513846,Illumina NovaSeq 6000,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320413,SRP156496
SRR7650914,Calderon-1008-Monocytes-Treatment_2,Calderon-1008-Monocytes-Treatment_2-1,Calderon-1008,MYELOID,Monocytes,TRUE,Treatment_2,1,ATAC-Seq,133,7361527208,PRJNA484801,SAMN09769868,3012906000,GEO,public,SRX4513847,Illumina NovaSeq 6000,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320414,SRP156496
SRR7650918,Calderon-1010-Plasmablasts-Control,Calderon-1010-Plasmablasts-Control-1,Calderon-1010,B,Plasmablasts,FALSE,Control,1,ATAC-Seq,134,10725579525,PRJNA484801,SAMN09769864,4374352232,GEO,public,SRX4513851,Illumina NovaSeq 6000,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320418,SRP156496
SRR7650919,Calderon-1010-Follicular_T_Helper-Control,Calderon-1010-Follicular_T_Helper-Control-1,Calderon-1010,CD4,Follicular_T_Helper,FALSE,Control,1,ATAC-Seq,137,8308723100,PRJNA484801,SAMN09769863,3381631151,GEO,public,SRX4513852,Illumina NovaSeq 6000,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320419,SRP156496
SRR7650920,Calderon-1010-Naive_Tregs-Treatment_2,Calderon-1010-Naive_Tregs-Treatment_2-1,Calderon-1010,CD4,Naive_Tregs,TRUE,Treatment_2,1,ATAC-Seq,136,9828879186,PRJNA484801,SAMN09769862,4057642687,GEO,public,SRX4513853,Illumina NovaSeq 6000,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320420,SRP156496
SRR7650921,Calderon-1010-Mature_NK-Treatment_2,Calderon-1010-Mature_NK-Treatment_2-1,Calderon-1010,NK,Mature_NK,TRUE,Treatment_2,1,ATAC-Seq,137,7990831614,PRJNA484801,SAMN09769861,3287928642,GEO,public,SRX4513854,Illumina NovaSeq 6000,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320421,SRP156496
SRR7650922,Calderon-1010-Memory_NK-Control,Calderon-1010-Memory_NK-Control-1,Calderon-1010,NK,Memory_NK,FALSE,Control,1,ATAC-Seq,134,8083446799,PRJNA484801,SAMN09769860,3302916718,GEO,public,SRX4513855,Illumina NovaSeq 6000,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320422,SRP156496
SRR7650923,Calderon-1010-Monocytes-Treatment_2,Calderon-1010-Monocytes-Treatment_2-1,Calderon-1010,MYELOID,Monocytes,TRUE,Treatment_2,1,ATAC-Seq,133,6938236604,PRJNA484801,SAMN09769859,2854856790,GEO,public,SRX4513856,Illumina NovaSeq 6000,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320423,SRP156496
SRR7650924,Calderon-1011-Naive_Teffs-Treatment_2,Calderon-1011-Naive_Teffs-Treatment_2-1,Calderon-1011,CD4,Naive_Teffs,TRUE,Treatment_2,1,ATAC-Seq,134,5566236064,PRJNA484801,SAMN09769858,2263246486,GEO,public,SRX4513857,Illumina NovaSeq 6000,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320424,SRP156496
SRR7650732,Calderon-1001-Mem_B-Treatment_1,Calderon-1001-Mem_B-Treatment_1-1,Calderon-1001,B,Mem_B,TRUE,Treatment_1,1,ATAC-Seq,131,7895482240,PRJNA484801,SAMN09769833,3334427072,GEO,public,SRX4513665,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320232,SRP156496
SRR7650734,Calderon-1001-Naive_B-Treatment_1,Calderon-1001-Naive_B-Treatment_1-1,Calderon-1001,B,Naive_B,TRUE,Treatment_1,1,ATAC-Seq,131,9335521479,PRJNA484801,SAMN09769831,3972942953,GEO,public,SRX4513667,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320234,SRP156496
SRR7650737,Calderon-1001-CD8pos_T-Treatment_1,Calderon-1001-CD8pos_T-Treatment_1-1,Calderon-1001,CD8,CD8pos_T,TRUE,Treatment_1,1,ATAC-Seq,132,8763932696,PRJNA484801,SAMN09769828,3788993850,GEO,public,SRX4513670,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320237,SRP156496
SRR7650738,Calderon-1001-Central_memory_CD8pos_T-Control,Calderon-1001-Central_memory_CD8pos_T-Control-1,Calderon-1001,CD8,Central_memory_CD8pos_T,FALSE,Control,1,ATAC-Seq,125,7167055885,PRJNA484801,SAMN09769827,3115939495,GEO,public,SRX4513671,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320238,SRP156496
SRR7650739,Calderon-1001-Central_memory_CD8pos_T-Treatment_1,Calderon-1001-Central_memory_CD8pos_T-Treatment_1-1,Calderon-1001,CD8,Central_memory_CD8pos_T,TRUE,Treatment_1,1,ATAC-Seq,124,6503996604,PRJNA484801,SAMN09769826,2822078607,GEO,public,SRX4513672,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320239,SRP156496
SRR7650740,Calderon-1001-Effector_memory_CD8pos_T-Control,Calderon-1001-Effector_memory_CD8pos_T-Control-1,Calderon-1001,CD8,Effector_memory_CD8pos_T,FALSE,Control,1,ATAC-Seq,129,9283041286,PRJNA484801,SAMN09769825,4027710015,GEO,public,SRX4513673,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320240,SRP156496
SRR7650741,Calderon-1001-Effector_memory_CD8pos_T-Treatment_1,Calderon-1001-Effector_memory_CD8pos_T-Treatment_1-1,Calderon-1001,CD8,Effector_memory_CD8pos_T,TRUE,Treatment_1,1,ATAC-Seq,135,9342857658,PRJNA484801,SAMN09769824,4035868819,GEO,public,SRX4513674,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320241,SRP156496
SRR7650742,Calderon-1001-Naive_CD8_T-Control,Calderon-1001-Naive_CD8_T-Control-1,Calderon-1001,CD8,Naive_CD8_T,FALSE,Control,1,ATAC-Seq,119,4317310246,PRJNA484801,SAMN09769823,1880132549,GEO,public,SRX4513675,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320242,SRP156496
SRR7650743,Calderon-1001-Naive_CD8_T-Treatment_1,Calderon-1001-Naive_CD8_T-Treatment_1-1,Calderon-1001,CD8,Naive_CD8_T,TRUE,Treatment_1,1,ATAC-Seq,123,7205678441,PRJNA484801,SAMN09769822,3108322982,GEO,public,SRX4513676,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320243,SRP156496
SRR7650744,Calderon-1001-Gamma_delta_T-Control,Calderon-1001-Gamma_delta_T-Control-1,Calderon-1001,GD,Gamma_delta_T,FALSE,Control,1,ATAC-Seq,135,7812602295,PRJNA484801,SAMN09769821,3337128354,GEO,public,SRX4513677,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320244,SRP156496
SRR7650745,Calderon-1001-Effector_CD4pos_T-Control,Calderon-1001-Effector_CD4pos_T-Control-1,Calderon-1001,CD4,Effector_CD4pos_T,FALSE,Control,1,ATAC-Seq,130,6907430100,PRJNA484801,SAMN09769820,2939218928,GEO,public,SRX4513678,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320245,SRP156496
SRR7650746,Calderon-1001-Effector_CD4pos_T-Treatment_1,Calderon-1001-Effector_CD4pos_T-Treatment_1-1,Calderon-1001,CD4,Effector_CD4pos_T,TRUE,Treatment_1,1,ATAC-Seq,130,7616788404,PRJNA484801,SAMN09769819,3214516902,GEO,public,SRX4513679,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320246,SRP156496
SRR7650747,Calderon-1001-Follicular_T_Helper-Control,Calderon-1001-Follicular_T_Helper-Control-1,Calderon-1001,CD4,Follicular_T_Helper,FALSE,Control,1,ATAC-Seq,121,7980282604,PRJNA484801,SAMN09769818,3451796399,GEO,public,SRX4513680,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320247,SRP156496
SRR7650748,Calderon-1001-Follicular_T_Helper-Treatment_1,Calderon-1001-Follicular_T_Helper-Treatment_1-1,Calderon-1001,CD4,Follicular_T_Helper,TRUE,Treatment_1,1,ATAC-Seq,115,6170951414,PRJNA484801,SAMN09769817,2674048427,GEO,public,SRX4513681,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320248,SRP156496
SRR7650749,Calderon-1001-Memory_Teffs-Control,Calderon-1001-Memory_Teffs-Control-1,Calderon-1001,CD4,Memory_Teffs,FALSE,Control,1,ATAC-Seq,126,5289305637,PRJNA484801,SAMN09769816,2281762052,GEO,public,SRX4513682,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320249,SRP156496
SRR7650786,Calderon-1002-Gamma_delta_T-Control,Calderon-1002-Gamma_delta_T-Control-1,Calderon-1002,GD,Gamma_delta_T,FALSE,Control,1,ATAC-Seq,134,6014742186,PRJNA484801,SAMN09769911,2655483523,GEO,public,SRX4513719,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320286,SRP156496
SRR7650787,Calderon-1002-Gamma_delta_T-Treatment_1,Calderon-1002-Gamma_delta_T-Treatment_1-1,Calderon-1002,GD,Gamma_delta_T,TRUE,Treatment_1,1,ATAC-Seq,129,5588373801,PRJNA484801,SAMN09769992,2535252529,GEO,public,SRX4513720,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320287,SRP156496
SRR7650788,Calderon-1002-Effector_CD4pos_T-Control,Calderon-1002-Effector_CD4pos_T-Control-1,Calderon-1002,CD4,Effector_CD4pos_T,FALSE,Control,1,ATAC-Seq,133,5141835157,PRJNA484801,SAMN09769991,2278216771,GEO,public,SRX4513721,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320288,SRP156496
SRR7650789,Calderon-1002-Effector_CD4pos_T-Treatment_1,Calderon-1002-Effector_CD4pos_T-Treatment_1-1,Calderon-1002,CD4,Effector_CD4pos_T,TRUE,Treatment_1,1,ATAC-Seq,132,5051658134,PRJNA484801,SAMN09769989,2347489471,GEO,public,SRX4513722,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320289,SRP156496
SRR7650790,Calderon-1002-Follicular_T_Helper-Control,Calderon-1002-Follicular_T_Helper-Control-1,Calderon-1002,CD4,Follicular_T_Helper,FALSE,Control,1,ATAC-Seq,137,6057986695,PRJNA484801,SAMN09769988,2679616536,GEO,public,SRX4513723,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320290,SRP156496
SRR7650791,Calderon-1002-Follicular_T_Helper-Treatment_1,Calderon-1002-Follicular_T_Helper-Treatment_1-1,Calderon-1002,CD4,Follicular_T_Helper,TRUE,Treatment_1,1,ATAC-Seq,134,5149177979,PRJNA484801,SAMN09769987,2295310902,GEO,public,SRX4513724,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320291,SRP156496
SRR7650792,Calderon-1002-Memory_Teffs-Control,Calderon-1002-Memory_Teffs-Control-1,Calderon-1002,CD4,Memory_Teffs,FALSE,Control,1,ATAC-Seq,135,6133998847,PRJNA484801,SAMN09769986,2716583067,GEO,public,SRX4513725,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320292,SRP156496
SRR7650793,Calderon-1002-Memory_Teffs-Treatment_1,Calderon-1002-Memory_Teffs-Treatment_1-1,Calderon-1002,CD4,Memory_Teffs,TRUE,Treatment_1,1,ATAC-Seq,137,5569397951,PRJNA484801,SAMN09769985,2479609344,GEO,public,SRX4513726,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320293,SRP156496
SRR7650794,Calderon-1002-Memory_Tregs-Control,Calderon-1002-Memory_Tregs-Control-1,Calderon-1002,CD4,Memory_Tregs,FALSE,Control,1,ATAC-Seq,136,5267363144,PRJNA484801,SAMN09769984,2353175335,GEO,public,SRX4513727,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320294,SRP156496
SRR7650795,Calderon-1002-Memory_Tregs-Treatment_1,Calderon-1002-Memory_Tregs-Treatment_1-1,Calderon-1002,CD4,Memory_Tregs,TRUE,Treatment_1,1,ATAC-Seq,137,6227455340,PRJNA484801,SAMN09769983,2784465427,GEO,public,SRX4513728,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320295,SRP156496
SRR7650798,Calderon-1002-Regulatory_T-Control,Calderon-1002-Regulatory_T-Control-1,Calderon-1002,CD4,Regulatory_T,FALSE,Control,1,ATAC-Seq,128,4755411679,PRJNA484801,SAMN09769980,2107495761,GEO,public,SRX4513731,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320298,SRP156496
SRR7650799,Calderon-1002-Regulatory_T-Treatment_1,Calderon-1002-Regulatory_T-Treatment_1-1,Calderon-1002,CD4,Regulatory_T,TRUE,Treatment_1,1,ATAC-Seq,134,4946502177,PRJNA484801,SAMN09769979,2222300128,GEO,public,SRX4513732,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320299,SRP156496
SRR7650800,Calderon-1002-Th1_precursors-Control,Calderon-1002-Th1_precursors-Control-1,Calderon-1002,CD4,Th1_precursors,FALSE,Control,1,ATAC-Seq,139,4771118316,PRJNA484801,SAMN09769978,2142295622,GEO,public,SRX4513733,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320300,SRP156496
SRR7650801,Calderon-1002-Th1_precursors-Treatment_1,Calderon-1002-Th1_precursors-Treatment_1-1,Calderon-1002,CD4,Th1_precursors,TRUE,Treatment_1,1,ATAC-Seq,135,7045208657,PRJNA484801,SAMN09769977,3148466074,GEO,public,SRX4513734,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320301,SRP156496
SRR7650802,Calderon-1002-Th17_precursors-Control,Calderon-1002-Th17_precursors-Control-1,Calderon-1002,CD4,Th17_precursors,FALSE,Control,1,ATAC-Seq,135,5236410076,PRJNA484801,SAMN09769976,2354792137,GEO,public,SRX4513735,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320302,SRP156496
SRR7650803,Calderon-1002-Th17_precursors-Treatment_1,Calderon-1002-Th17_precursors-Treatment_1-1,Calderon-1002,CD4,Th17_precursors,TRUE,Treatment_1,1,ATAC-Seq,135,6008043257,PRJNA484801,SAMN09769975,2683759158,GEO,public,SRX4513736,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320303,SRP156496
SRR7650809,Calderon-1002-Monocytes-Treatment_1,Calderon-1002-Monocytes-Treatment_1-1,Calderon-1002,MYELOID,Monocytes,TRUE,Treatment_1,1,ATAC-Seq,133,5143020530,PRJNA484801,SAMN09769969,2301009030,GEO,public,SRX4513742,Illumina HiSeq 4000,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-09-06T00:00:00Z,GSM3320309,SRP156496
